Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94
gut_1 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03404834865509023	0.03404834865509023	0.05107252298263534	0.17024174327545116	0.3404834865509023	0.7320394960844399	1.1235955056179776	1.5321756894790601	1.9918283963227783	2.706843718079673	3.626149131767109	4.7837929860401776	6.350017024174328	7.52468505277494	8.85257065032346	10.333673816819886	12.308478038815117	14.334354783792985	16.053796390875043	17.858358869594824	19.918283963227783	21.70582226762002	23.220973782771537
gut_1 - polya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.06809669731018046	0.1191692202928158	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.15321756894790603	0.17024174327545114	0.17024174327545114	0.17024174327545114	0.20429009193054137	0.20429009193054137	0.22131426625808648	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158
gut_2 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03404834865509023	0.03404834865509023	0.05107252298263534	0.18726591760299627	0.37453183520599254	0.7660878447395301	1.1576438542730676	1.6002723867892408	2.059925093632959	2.7919645897173986	3.72829417773238	4.868913857677903	6.435137895812053	7.626830098740211	8.971739870616275	10.4528430371127	12.427647259107934	14.521620701395982	16.27511065713313	18.130745658835547	20.10554988083078	21.824991487912836	23.391215526046988
gut_2 - polya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.10214504596527069	0.1361933946203609	0.2383384405856316	0.27238678924072185	0.27238678924072185	0.30643513789581206	0.30643513789581206	0.30643513789581206	0.30643513789581206	0.34048348655090227	0.34048348655090227	0.34048348655090227	0.34048348655090227	0.34048348655090227	0.34048348655090227	0.34048348655090227	0.34048348655090227
liver_1 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03404834865509023	0.03404834865509023	0.05107252298263534	0.17024174327545116	0.3404834865509023	0.7320394960844399	1.1235955056179776	1.5321756894790601	1.9918283963227783	2.706843718079673	3.626149131767109	4.7837929860401776	6.350017024174328	7.52468505277494	8.85257065032346	10.333673816819886	12.308478038815117	14.334354783792985	16.053796390875043	17.858358869594824	19.918283963227783	21.70582226762002	23.220973782771537
liver_1 - polya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.06809669731018046	0.1191692202928158	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.13619339462036092	0.15321756894790603	0.17024174327545114	0.17024174327545114	0.17024174327545114	0.20429009193054137	0.20429009193054137	0.22131426625808648	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158	0.23833844058563158
liver_2 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03404834865509023	0.03404834865509023	0.05107252298263534	0.18726591760299627	0.37453183520599254	0.7660878447395301	1.1576438542730676	1.6002723867892408	2.059925093632959	2.7919645897173986	3.72829417773238	4.868913857677903	6.435137895812053	7.626830098740211	8.971739870616275	10.4528430371127	12.427647259107934	14.521620701395982	16.27511065713313	18.130745658835547	20.10554988083078	21.824991487912836	23.391215526046988
liver_2 - polya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.03404834865509023	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.06809669731018046	0.10214504596527069	0.1361933946203609	0.2383384405856316	0.27238678924072185	0.27238678924072185	0.30643513789581206	0.30643513789581206	0.30643513789581206	0.30643513789581206	0.34048348655090227	0.34048348655090227	0.34048348655090227	0.34048348655090227	0.34048348655090227	0.34048348655090227	0.34048348655090227	0.34048348655090227
lung_1 - illumina_universal_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03404834865509023	0.03404834865509023	0.05107252298263534	0.17024174327545116	0.3404834865509023	0.7320394960844399	1.1235955056179776	1.5321756894790601	1.9918283963227783	2.706843718079673	3.626149131767109	4.7837929860401776	6.350017024174328	7.52468505277494	8.85257065032346	10.333673816819886	12.308478038815117	14.334354783792985	16.053796390875043	17.858358869594824	19.918283963227783	21.70582226762002	23.220973782771537
